review,rating,sentiment
"I was brought back to my January vacation to Mexico just by stepping into this restaurant. It's like a vacation!We were seated on the porch, which was perfect in the leftover evening heat (90 degree day, UGH). We ordered a carafe of Mango agua fresca, which I definitely suggest you order. It was so refreshing and delicious. As flavorful as mango juice, but not as sugary sweet. We then decided to share the tilapia tacos, flautas de pollo, and the nachos. The tacos were delicious, with a green and red sauce, radishes, fried fish, avocado, and onions. The flautas were very good, so crispy! I really loved them. The nachos were good, but as soon as they weren't hot, not as good. Could have used some more chips. The toppings on them are very delicious!The staff was super friendly and accommodating. They had great recommendations. I can't wait to go back.",5.0,1
"The place was packed, with appropriate social distancing.   I was just getting takeout, which I must say was truly awesome",2.0,0
Overrated! Vegetable fajitas were flavorless.  Came on a plate No skillet.  Tasted like steamed veggies. 2 Tortillas were wrapped in a napkin. Mole crepes were no better.,3.0,0
"Margaritas, atmosphere, and guacamole were great. However, even considering the circumstances of COVID, we were disappointed with the pace of service (30+minutes for drinks and an hour plus for food) and flavor of the entrees. To cap it off we were shocked to see a $2 charge on our bill for hot sauce!! Never before have I seen a restaurant charge for hot sauce before. For the price, you can do better. No fault of the restaurant but bring bug spray.",4.5,1
"Just very very average. Good margaritas, decent chips and guac - however the Guac is $15 - the tacos were tasteless. This place is as average as it gets and very over priced. It came to $80 for two. Wouldn't recommend.",2.0,0
"The restaurant seems great from the outside. Nice outdoor seating. My family of 2 kids, 2 parents and a baby arrived at 7:30 on a Monday night in the summer. The hostess asked me if I preferred indoor or outdoor seating. I said outdoor seating. Get this - she then said, ""well we only have one table outside - can I seat you inside?"" Um, why ask me which I prefer if there was no outdoor seating for us?I said yes to being seated inside because I figured the one outdoor table was too small for us. Not so! The party RIGHT BEHIND US which was the same size got seated outside. And the large party after them! I know it seems like a small thing but it was a beautiful summer night and it just seemed odd. The food was okay - not great -  too oily and over salted. We waited a LONG time before anyone came to our table. To give credit where it is due, our young waiter was very nice and sweet to the kids. But I'm not planning a return trip.",4.0,1
Everything that everyone else had looked and smelled delicious. Our simple lunch was perfect.,3.0,0
The food was excellent.  This rating would have been a Five-Star experience except the service was so Gawd-Awful---non-existent.Lack of communication among the wait-staff.  Long wait for cocktails and service.  But the food was good----once it arrived!,4.0,1
"Very good Mexican food, somewhat unusual stuff too.  Not your typical fare.  I ate here for dinner and would come again.  Their mole sauce is freakin' delicious.  However, we had a bad table by the door that waitstaff kept coming in and out of, and service was a little on the slower side.",3.0,0
Food was just ok.  The steak fajita was so tough and overcooked. Ive had better guacamole.  Sangria was delicious though.,3.0,0
"I usually enjoy this spot, but tonight was definitely not up to the standards I've had for the place. The chips and salsa portion was weak and we were a party of 7.  My friend ordered a chicken and cheese quesadilla and it came without chicken and was two tiny pieces (think kid portion).  She and another friend ordered sour cream and were charged for the small side. Midway through the meal, the waitress spilled a drink on a friend of mine. I thought I ordered my usual enchilada entree but must not have because it came in a crazy spicy sauce which I couldn't eat. I realize this was 100% my fault as I clearly ordered the wrong dish, and they did fix it for me, but not worth the $18 price tag. Drinks were great as was sitting outside on the porch but I'm very sad that I had to change my previous raving review.",5.0,1
"Fresh local Mexican food! I got the chicken enchiladas and my husband got the Tilapia burrito and a house margarita. We were not disappointed in the slightest. The portions are perfect, we left satisfied but not uncomfortably full. This is a favorite spot of ours as the food is great, the service is fast, and the atmosphere is inviting. The porch is a great place to sit in the summer !",2.0,0
Service is slow and not good quality. The diet Coke is water down terribly. The burrito is filled full of rice with a little bit of meat. My wife ordered a fajita and they only gave her one tortilla tortilla. We ordered a side order of chips and salsa that was about the half of an order for one person. The quality of the food is good but the rest of it is not so good,5.0,1
Had a great lunch (dinner) today.  On the porch with the sun shining. Meal was started with their fresh guacamole and a Negra Modelo. Then came the two Burritos.  Fantastic. Couldn't possibly finish the meal but every bite was perfect!   Nothing could make this experience more perfect.  Waitress was wonderful!!,5.0,1
This was a great find!   We stopped here for lunch on a beautiful day.  Sat outside and enjoyed the view.  Waitress was very good. We ordered a couple appetizers and their fresh Guacamole. It was possibly the best I've had.  It's a great spot to stop at.,4.0,1
"I have been here many times and have never had a bad experience. I usually come for lunch as the lunch menu is great and reasonably priced. The food always tastes fresh and I have not had bad service yet. It usually isn't overly crowded during lunch, so I cannot say how it is during the dinner rush. The agua frescas are delicious and very refreshing. The margaritas are fantastic too. They might be the best margaritas I have had in the Berkshires. I have tried several different items on the lunch menu including the avocado salad, burrito, and enchiladas. All delicious and I have no complaints.",4.5,1
Website said they were open to 10pm. Went there at 8:45 pm and there were a few people inside but they had locked the door. Very disappointing,4.0,1
"We arrived right during dinner rush on a Friday night and were seated right away in the dining room.  However, it took a while for our waiter to finally come over and take our order.  We also received a basket of chips and salsa, which I thought might have been the best part of the meal!I had the Mexicano Eskipto (I think was how it was spelled) which was featured as one of the specials of the night.  It was baked and came with queso melted on top.  My friend ordered the nachos and liked them, but they were nothing to write home about.  My other friend ordered Chiles Rellenos de Espinaca and said they were great but the waiter had forgotten the rice and beans side dish which took away some of the enjoyment.For such a small town out in the ""country"" we were pleasantly surprised and vastly enjoyed our meal.  the restaurant itself has a great ambiance and a very lovely wrap-around porch diners can sit on.",3.0,0
"Pros: love the decoration, atmosphere is very traditional. Cocktails are amazing! Cons: food is ok but pricey. I had the same rude and impatient waiter a few times.",4.0,1
"Delicious margaritas and guacamole! The tacos are my favorite, especially the al pastor. Great atmosphere with good service. One of our favorite spots when we are in the area!",5.0,1
"Now maybe I was influenced by the fact that this was the first restaurant I ate at in months (because of the covid-19 situation), but I really enjoyed being here on an early evening.  The sun was shining and I sipped on a tasty margarita (they have several on the menu) and the hot sun was going down over the hills.  The service was slow but they were dealing with a big crowd, since the place has a lot of outdoor seating.  Everything we ordered hit the spot: the burrito was fresh, the grilled meat was tasty, chips and salsa were fine.  Well, the salsa was a pico de gallo, I would have preferred a more liquid dip.  We were very happy overall.",3.0,0
My family and I frequent this establishment every year while on our annual family vacation. Service is friendly and food is good. The drinks are hit or miss. There are now serval New Mexican restaurants in the area. I am going to have to give them a try.,3.0,0
"Came here for lunch!  The pros: amazingly tasty and fresh guacamole and chips! Wonderful friendly service!The cons: the food was fine but not amazing! I was a bit taken aback by my fajita order as I have always gotten fajitas meat brought out still sizzling in a frying pan.  In this case it was more of a fajita platter with meat brought out on a plate alongside the rice, beans, guacamole and sour cream. It came with one large tortilla on the side which was kind of weird.. Would have preferred numerous smaller tortillas.They had an extensive and impressive drink list but unfortunately the strawberry margarita I had was not very good.  That being said, everyone else's margaritas were very good from what they said.",2.0,0
"beggars can't really be choosers, so let me preface by saying i wasn't expecting to be transported to mexico when i ate here. now that i got off that my chest, i gotta say the meal started out strong with some solid guac and margs. mains were pretty lack-luster. what sealed the deal for the crappy rating were two factors: service wasn't too hot and the place was pretty dead AND something really crazy was going down in the women's restroom which my fiesta and i were conveniently seated front row for soo ay dios mio",5.0,1
"Amazing food. Perfect margaritas. Best guacamole I've ever had! Service was friendly and convivial. My two companions had seafood entrees, halibut and snapper. I had pork tacos. Everything was top notch even the rice and beans. Too full for dessert! Expensive but worth every penny.",5.0,1
Excellent.  Best Mexican restaurant in the Northeast.  We asked for more spicy and it was perfect,4.5,1
"Outstanding Mexican restaurant!  Exquisitely and authentically prepared non Tex Mex fare.  Don't let the detractors prevent you from enyoying this fine restaurant.  They are  busy but staff is efficient  and professional.Amos StollFt Laudetdale, Florida",4.0,1
"I got the chicken mole and.... YUM, that was delicious. The sauce was just amazing. I had it with the bone-in chicken which was just fabulous. I would absolutely get it again. The shrimp dish my aunt had also looked great... this is a place to get the entree rather than a fajita or more ""normal"" Mexican dish. Venture out and try something new because the quality of the food is high and it's worth it. The staff was super nice, the guacamole  was awesome, the decor was funky and fun, overall a great spot.",4.0,1
"Fantastic little Mexican spot in the northern part of Great Barrington. Really authentic menu, with gut filling portions and loads of flavor. Small and well decorated, Xicohtencatl offers a great experience all around.",4.0,1
"In a time when too many people think of Mexican food as something associated with a talking chihuahua, Xicoh is a gem.  While not a particular fan of Mole, theirs is award winning.  The FINE selection of tequilas (and Margaritas) is impressive.  And the menu selection is wide and varied.  Over the years the SIZE of the portions, especially of their delicious guacamole appetizer, has shrunk some.  And I am NOT a fan of the charge for additional tortilla chips (worth it, anyway) to accompany their delicious homemade salsa.  The staff is cheerful and attentive.  The decor is tasteful and authentic.  Only the acoustics of the room can be a bit loud on crowded nights.  All in all, a delicious Mexican dining experience.",2.0,0
"Noisy, crowded, overpriced, and medicre food, in my opinion.  Don't understand the frenzy associated with getting into this place.",1.0,0
"so disappointing to see their prices have been raised too high and their portions sizes are smaller. Been a patron for years and enjoyed the moderate pricing and ample portions. Now, they seem to have  outpriced themselves, offer 5 free tortilla chops with a dollop of salsa and when we asked for me more they informed me that there would be a $1 charge! Their portion size for their above average Mexican fare has simultaneously been reduced.Won't return until they get a reality check and bring their good pricing back and generously serve tortilla chips and salsa on the house !Very sad to see this casual Mexican restaurant think they can get away with this! They just lost a long time fan!",4.0,1
"We made a reservation and it was a good thing, it was soo crowded. We were sat right away and the service was quick. Our food actually took under 10 minutes from when we ordered, the guacamole was out immediately (not sure if that's a good thing or a bad thing...).I had the vegetarian enchiladas and they were good, I really enjoyed the salsa verde. Overall I liked the place and the only reason I can't give five stars is because there was no salsa. It was more of a pico de gallo and I was sad, chips and salsa is one of my favorite parts about Mexican restaurants. Oh well.",4.0,1
"Holy guacamole, this place is great! Don't ask me how to pronounce the restaurant name, but I was very impressed with the food here. Everything we tried was fresh and delicious and not at all greasy.Chips and salsa were brought to the table as soon as we were seated, and they were replenished as needed. Drinks and appetizers came next. I highly recommend you try some of their margaritas, particularly the blue raspberry and prickly pear, both of which were strong but also refreshing and delicious. We had the fried calamari, quesadillas, and something called Tostadas de Pueblo for appetizers. The former two were forgettable, but the latter was the best part of the meal. It consisted of two tortillas piled high with refried beans, lettuce, onions, chicken, salsa, and sour cream. That's like a whole bunch of my favorite things all in one!I got an order of chicken tacos for my entree. They were good, but the best part was definitely the housemade tortillas. I could eat them entirely plain and still be perfectly content, they were just that good. For dessert, we tried the fried ice cream and mango cheesecake. Both were pretty good. It's hard to impress me when it comes to cheesecake (Nothing can beat what my mom makes), but the crust on Xicohtencatl's version was phenomenal. And the mango chunks were plentiful too. One of my favorite things about Xicohtencatl (boy, that's a fun word to type) is that they don't skimp on anything. Portion sizes were generous. And I didn't have to hunt for any of the ingredients listed on the menu. if they said the tacos came with chopped onions, they didn't mean one or two pieces that you have to use a magnifying glass to find.  The menu said onions, and I got onions! I asked for sour cream on my tacos, and they didn't give me half a teaspoon's worth. I said sour cream, and they gave me plenty! This was a welcome change of pace compared to many other restaurants I've been to recently.I will definitely be back next time I'm in the area. There's a whole lot on the menu that I'd still like to try.",4.0,1
Do yourself a favor and try the adobo lamb shank. My girlfriend ordered it and it was amazing!!!  I finished it for her. I had the mole poblano chicken which was good but nothing like that lamb shank!  Tasty margaritas!  Very accommodating for gluten allergies!,5.0,1
"Went on a cold Monday night and it hit the spot! Some friends and I were staying in the Berkshires and decided to go out on a Monday nigh for dinner. Almost everything was closed aside from Xicohtencatl. Our server was really friendly and laid back, he suggested we started off with the fresh Guacamole, so glad he did, because it was served traditionally in a Molcajete and SO delicious. We also had the Pozole, which was perfect. For our Entrees we had Tacos al Pastor, which was Lean pork marinated and grilled in the Pastor style wrapped in a flour tortilla with pineapple salsa and chipotle sauce - Spicy and sweet, pork was tender,  Amazing Mole Poblano, traditional mole, a delicious alchemy of almonds, chocolate, and six chilies, served over boneless breast of organic chicken - this was so rich and full of flavor, we ate every last drop of this sauce with rice Enchiladas Especial,  Two enchiladas chipilo, chicken with salsa verde with actual creme fresh and cheese - This was also perfect and reminded my friend of how he ate these back home Snapper Steak with Guajillo Cream Sauce, Filet of Red Snapper broiled to perfection and topped, with a unique guajillo chile cream sauce, served with the best mexican rice you've ever tasted and sautéed spinach - This was divine, the fish was cooked perfectly, the creme sauce brought out the intensity of the guajillo pepper nicely while also keeping the heat tame, Favorite dish for sure.  Being a chef, I am always so fascinated with what Mexican chefs do with their chile peppers, not to mention sauces as well!",4.5,1
"Yes, it's good. This authentic Mexican restaurant has very good food and is run by a well intentioned family.  While the wait may be long, and, at times, the service disjointed, you will not be disappointed with the chef's recipes and preparation. Most particularly, the mole is solid, and reflects a regional taste that, while not suited to everyone's taste, this diner mopped it up with a tortilla until the plate was clean.  Cocktails, made with fresh ingredients, are tasty and worth the few extra bucks.  My fellow diners were all pleased with their plates. We will be back.",1.0,0
"Pricey, so-so food, slow service. Speaking to the manager revealed the source of the mediocre service; she was unfriendly and interrupted us while talking to answer a phone call.Delicious margaritas, as others have stated, but far too expensive! A shame, since I love good Mexican food. But you won't find it here, and certainly not for justifiable prices.",3.0,0
"We liked our food. The menu had plenty to choose from other than the typical tacos or burritos that you'd find at most Mexican places. The rice and beans were very good and the enchilladas had very good flavor and the perfect amount of spice. What we didn't like was paying $17 for enchilladas. Don't get me wrong, they use quality, fresh ingredients and the food is well prepared. But it was only a small notch above the place I typically go to back home and they only charge $8 for a comparable dish.",1.0,0
"2/3 of my vegetarian fajitas plate was white rice and really runny refried beans. The little pile of sauteed veggies (the supposed fajitas) was totally bland. So I asked for some hot sauce, expecting the usual bottle of tabasco or similar.  The waiter appeared quite a while later with a little dish of something that looked like a liquid chipotle mayo and said: ""hot sauce.""  What he failed to mention was that it was a side of habanero salsa (at least 100 times hotter than your regular cayenne chili variety, according to Scoville scale) and that he was charging us $2 for it.  How come when a waiter brings you a warm plate, s/he is required to warn you that it's hot; and they fail to warn you that the sauce is made with habanero peppers?  Don't get me wrong: I love very spicy food. And it was my mistake to not taste the sauce before adding it, somewhat recklessly, to my plate.  Well, it went from bland to inedible. When we tried to complain, the waiter laughed and said ""Yes, it's VERY VERY hot.""  Did I ask for VERY VERY hot sauce? No. Why did you decide to bring me the hottest of your variety of salsas, charge me $2 for a tiny serving and fail to inform me about either of these facts? No idea.A few notes in addition to the spasms of my fire-engulfed esophagus:1. Ok but not exciting food2. Overpriced, small portions3. Trying to be upscale and authentic but failing at both (nothing compared to the yummy food anywhere in Mexico)4. Packed with shrieking kids (did they also ask for some hot sauce???)",4.0,1
"We had a very nice dinner here.  The menu is a bit different from a typical Mexican restaurant.  This is not Americanized Tex-Mex.  There are several, unique dishes on the menu.  They have a kids menu too.  The guacamole is made to order in a stone bowl, is a big portion, and absolutely delicious.  We had friendly service from Elvin.  The decor inside is welcoming and interesting.  The margaritas were excellent and they have a great, varied tequila menu.  We had the chicken enchiladas verdes (they were just okay) and my bride had chicken fajitas.  They were different, not sizzling, but tasted good.  They twins had chicken quesadillas.  Put all of that together, and we had a very pleasant experience.  We will be back!",1.0,0
"Mediocre food but really poor service.  We went in early on a Saturday night and was seated next to the hidden door to the restroom. The restaurant  was empty and although small, there were other choices, like the booths which were ""reserved"". The service did not get any better, and the food was at best just ok.There are many better choices in Great Barrington, so don't waste your money or time here.",2.0,0
"My fiance and I had dinner at this restaurant while on vacation in the Berkshires. The man at the front desk of our hotel recommended it, so we gave it a try.The decor is fun, and our waiter was very polite (though he didn't speak much English). However, the food was not what we expected based on what we paid for it. The complimentary tortilla chips came with a small bowl of pico de gallo (chopped up tomatoes and other various veges and spices) and not the normal liquid salsa I was expecting. When we ordered the ""Nachos con Queso"" as an appetizer, because I wanted that spicy cheese dip that Mexican restaurants are usually known for, we received a small bowl of chips covered in melted, shredded cheese. It looked and tasted the same as when I was 10 years old and would microwave some store brand Mexican cheese over nacho chips and call it dinner.For entrees, my fiance had some type of fish (I don't eat seafood so I don't remember) and he said it was good. I ordered tacos and specified that I only wanted the meat, lettuce, cheese, taco sauce, and sour cream in them (I don't do tomatoes or onions). I politely asked the waiter to write this down so he would remember, and he scribbled something on a notepad. When my tacos arrived to the table, they only had meat, sauce, and lettuce in them. I called the waiter over and asked for some shredded cheese and sour cream (which were all listed as being on the tacos on the menu) and he brought them promptly. However, when we got our bill, he had charged me $2.00 for a side of cheese and $1.00 for a side of sour cream! I didn't complain to the manager over $3.00, but it bothered me enough to mention it in this review.The rice pudding and mango cheesecake were great. The frozen margaritas were ok, but didn't contain enough alcohol for their $9 each pricetag. For an appetizer, two entrees, two desserts, and four margaritas, our bill came to just over $100.Would I go back if I was in the area? Maybe...but probably not.",4.0,1
"5 stars for the cocktails! My mojito was full of muddled fresh strawberries and mint. It was perfectly strong, not too much or too little. 3 stars for food. The guac was excellent but hardly enough for the 3 of us to share.My dining companions got the quesadilla, which was only two thin, short triangles. It looked like something off a children's menu.I ordered the grande pork burrito, which while large, was relatively light on flavor. The pork is tender but bland. I wished we had some more of the delicious guac to smother all over it.4 stars for service. Our server wasn't very helpful with recommendations but she was always around when we needed her.Overall, a nice experience. I like the sunny deck out front.",3.0,0
"EDITED FOR REDUNDANCY 9/10/07- I returned to Xicohtencatl yesterday, and I can't say I was happy. My 10 dollar ensalada de aguacate was simply horrible, especially in comparasion to what I can get back home - how hard is it to source nice romaine instead of inispid gunk here in Organic Farm Land Massachusetts? The dressing was also boring and poorly mixed. Even I can do better.The chile rellenos with spinach was marginally better, but still suffered from a total overdose of not-that-tasty cheese at the bottom, which oddlly enough wasn't mixed with the spinach at all. The spicy sauce accompanying the big poblanos was good, but too water, and turned a rather off-putting color after mixing with the crema up top. Service was nice and friendly as always, and the porch is a really nice place to be this time of winter when a storm is rolling in. But watch out what you order. Authentic mid-country Mexican food in Great Barrington? What the hell? But there you have it. This brightly decorated restaurant is shooting for the real deal in an area that isn't exactly known for its thriving Mexican dining scene, putting forth an ambitious menu. It's a commendable mission, but does it succeed? The interior of the restaurant looks like the fever dream of a Oaxacan wood carving collector - all sorts of intensely colored lizards, dragons, and other animals peering out at you at strange animals. It's location in an old house gives it plenty of character, although the dining room can get a bit chilly in the evening. Chips and a pico de gallo type salsa come free to every table. These were decent renditions, although the chips were a bit greasy and ""heavy"" for my taste. The salsa really had nothing to commend or detract from it - you've had this fresh finely chopped stuff before. (And it's not spicy either.)The menu is large and features a wide variety of authentic Mexican dishes, rarely found in your average Mexican joint. There's a good selection of moles, enchilada dishes, some interesting mushroom related vegan specialties, and even some seafood, including a fried rainbow trout in verde sauce I was sorely tempted to order. There's also a selection of burritos and tacos for the less adventurous types. One warning: this place is *expensive*, especially for a Mexican restaurant. Price gouging isn't exactly unusual in the Berkshires, but something about dropping 17 bucks on a plate of chicken mole I've had before for 7 is a little grating to me. We ordered some guacamole. Xicoh's rendition is a bit unusual - it appeared to be finely pureed in a blender with a spicy kick of tomatillo sauce. This produced a somewhat smoother, gloppier texture then I prefer in my own guacamole, but the flavor was very crsip, spicy, and good. I just wish they'd mash it with a fork instead of throw it in a machine.My entree was the Pipian Con Pollo, featuring small pieces of chicken simmered in a lurid orange chipotle and sesame seed sauce. This was very tasty and had a decent quantity of spice - I could tell I was tasting something interesting. My only complaint is that the accompanying rice was extremely substandard (and why put hard, dried peas and corn in it, anyway?) My dining companion's selection were the Costillas de Puerco Con Chipotle - a small rack of pork ribs marinated in achiote paste, grilled, and served covered in a chipotle sauce. Although the amount of sauce was somewhat small, the rib I tried was cooked to a perfect degree - the meat was tender and almost sweet. This was accompanied by that same damn mediocre rice. Both entrees came with a bowl of warmed and not-half-bad corn tortillas - another testament to the restaurant's attempt at authenticity. Other dishes I've tried here include a bang-up rendition of chilaquiles (10.00),  served for lunch. This dish features shredded corn chips in a super-tangy verde sauce, accompanied by a little sour cream and some tender shredded chicken. It's a spicy, carby wonder and simply divine for lunch. They also serve a red version for dinner - definitely worth a try. I've also enjoyed the Chile Rellenos De Espinaca, which are two roasted Anaheim chilies filled with a mixture of spinach and cheese. Although they weren't cooked to the level of soulful char that I really adore, they were certainly tasty, providing a nice alternative to the deep fried-and-egg drenched hedonism that a Tex-Mex chile relleno provides. Service is quick if a little brusque at times. The evening we were there, a couple of loud and increasingly drunk middle aged women filled us in about the state of their breasts in extremely distressing detail - be prepared to overhear every single shred of other people's discussions if you're seated in the booth. Xicohtencatl provides a truly impressive tequila and margarita menu, which is definitely worth perusing if you're one of those lucky jerks who are of the official drinking age. (But that's another rant.)",3.0,0
"I decided to round up to three stars from a 2.5 food star experience mainly because I loved the fact that Matt J. and I could actually try a Berkshire area Mexican spot. It is super colorful and we definitely took some awesome photos here where we saw a different type of color in comparison to the fall colors we made out trip for!The food was just okay though. I also don't like having to pay extra for chips and salsa--call me a spoiled Californian, but I think everyone pretty much associates getting Mexican food with chips and salsa so it should be part of the experience. Prices on the main brunch dishes were very reasonable though, but I wouldn't say it was the best food in the world, but that pineapple agua fresca was quite delicious!!! Matt J. and I could have drank another pitcher of that easily for sure. Food wise we got a special stewed chicken and rice that was just so so and a chile relleno dish that was also just so so. It was all fine, but really for Mexican I was expecting more seasoning and such, but the service was great, we could sit outside on their awesome porch, so it was a great stopping point on our trip! And don't change the decor at all! So fun!",4.5,1
"So bummed.  We always liked this place and had a number of nice dinners there, but something must have gone wrong this season.We arrived around 8 which didn't seem late, we wanted to sit outside so we got a table and as I sat down my chair was wet, turns out the bus staff throws the water off the porch and I guess they don't care whether it gets on the chairs.  Ok we got through that.  Anyway that led me to look around, straws, drink tops, paper under the tables.  I guess they don't care about cleaning up either.  Order margaritas, no salt, guess not... salt it is. but it gets worse.  Portions were small, my son's burrito was all rice.  He's only ten but he knew enough to say something to me.  I had fajitas ($22) barely had enough to share with my son.  My wife ordered some guacamole to fill up the kids... good money after bad, you get a half bowl of chips and the tiniest ""taster"" of guac.Bug zapper is going full blast, it was quite funny actually if there wasn't a bill associated with it.  We'll drive to Pittsfield the next time",2.0,0
"I have decided to drop my previous 4 star rating from 2 years ago because this place has changed. For the worse.The reason? Service has dropped dramatically in quality (the last time we ate there we waited a half hour for the waiter to come after we were seated). The past four times we have eaten there, we finally make our order, and then we do not see the waiter for another half hour. Doesnt check in on us, doesnt seem to really be concerned about our table at all. Have to say, the drinks have dropped in quality as well. The drinks Im referring to are the $10 Margaritas and Mojitos - and at that price they should be killer!The food has remained pretty good. Still in the pricey side, but the portions of the entrees are big. There are alternatives now in town for Mexican fare, and until I hear that the service here has gotten better, we will pass on Xicoh.",5.0,1
"I have dined here many times and am always surprised at it authenticity (as good Mexican food as you can get anywhere).  I have family in Mexico, visit frequently and frankly like the moles at Zicoh better than any I have ever had in Oaxaca!  The owners are wonderful, margaritas spectacular, and the service friendly... If you want really good Mexican food, this is the place to go. Try their crepes, their moles, the fabulous desserts .....",3.0,0
"Been here roughly three times and each time it is a decent eating experience, but not earth shattering by any means.  They make an honest attempt to serve authentic Mexican cuisine, in addition to the tacos/burritos fare that is to be expected, and they make use of organic and local ingredients to the extent that they can and for that I give them a lot of credit,. but somehow, it doesn't ever add up to a four star or five star experience.For example, I order the Ceviche Tropical, and it was generous far beyond my expectations (some might even say gratuitous) but it was obviously not freshly prepared, but rather spooned out of a refrigerated stockpile of the stuff. and although it got better as it thawed out, it was just indelicate, and a little tough.Another example - Kim ordered the signature soup, which includes a crab claw dunked into the tomato base, but how the hell are you supposed to address a crab claw dunked in tomato broth without making a royal mess of yourself?  And even if you were game, there are no claw cracking tools provided.  It looks good but is a totally impractical fantasy.  My Macho Grande shrimp selection was tasty but really, nothing special.  And the Tres Leches desert was overdone, with condensed milk dressing drowning the cake, and despite the dousing, the pastry was not juicy, as it is supposed to be, but more like mexican pound cake.   The hand made hot chocolate was, however, outstanding.And the menu is too large.  It's all great sounding but has a tendency to blend into blandness due to the repetition of ingredients in each and every dish.  I would prefer a smaller selection with more attention paid to each preparation.I liked the drinks - I had a Diablo Margarita, which consisted of Tequila, Lime, Cilantro, Brandy and Jalapeno and it was quite tasty.All in all, if you're in the area and you have a hankering for Mexican, it's a worthy choice, especially compared to the typical taco/burrito oriented restaurant and especially in the warmer weather when the patio areas are open for dining.",2.0,0
"The food was okay. The service, however, was terrible. One person seated us (typical) and another took our drink order. Waited 20 minutes for drinks until the actual waitress finally showed to take our order. That was the second to last time we saw her. A different person brought the food. No one checked on us to see if we needed more drinks or water. Eventually someone (another unfamiliar face) swung by to collect our plates and we asked for the waitress (to get the check). Waited fifteen minutes, no one showed. This is when it gets good. We are sitting at our table still waiting for signs of life to come and take my money when a friendly PIT BULL comes running up to our table. Fortunately I like dogs so I gave her a nice pat, but what the hell is a dog doing running around a restaurant seating area? Turns out it was the owner's dog and was promptly collected by... the hostess maybe? We were seated outside, so I got up and entered the restaurant and approached the closest employee I could find and asked if I could please pay for my meal. She went and got the waitress from some recess in the restaurant. I payed at the bar, refusing to allow her out of my sight again because I didn't know how long I would be waiting to sign the receipt. How much of a tip did I leave? Hah. Will never go back. Portions were very small for a mexican restaurant and the prices outrageous (for what is basically just beans and rice).",1.0,0
"Just had dinner here, not at all impressed. I had the Carnitas (pork) Burrito. I have never had such tough pork, which was listed as being ""slow-cooked"", which typically should make the pork very tender. It tasted like it had been around a long time and then been microwaved to heat it, which with pork tends to distort the flavor of the pork. It was also mostly rice and beans inside. If I had wanted a bean burrito, I would have gone to Taco Bell, although their food might be better! Would not recommend this place!",3.0,0
"Want to like it more than I did. Food is tasty and fresh, but portions are small, so that both my friend and I left hungry!! Not hungry like we hadn't eaten, just hungry like we weren't satiated.The Sangria was very watered down, barely had much taste.And it's expensive.",4.0,1
"Carnitas Tacos with guacamole, check. A local spot with organic ingredients sourced locally, check. We were forgotten after we were seated. A very nice place to grab a bite and a drink.",4.0,1
"Went for lunch and ate outside. Had been there before for dinner and thought it was good but overpriced. Lunch menu is pretty simple but good and priced accordingly. Wait staff was nice. Recommend the guacamole; it's priced about double what it should be, but it's killer.",2.0,0
"This place was ok, maybe even good. However, the guacamole they put on the nachos is not real guacamole, it's that bright green kind you buy prepackaged at the supermarket. But the funny is, they DO have real guacamole, but only if you order the guacamole. Strange. Also, my husband ordered the rib eye and they served him a T bone. Don't try to deceive your customers. Left a bad taste in my mouth and therefore won't be back.",4.5,1
"My food was, okay.  The halibut was dry, as was the rice.  Perhaps fish was a bad order, but they had several fish options so I thought they might have had a good fish source.  The best thing was the margarita: there was a good amount of tequila and they were not too sweet.",2.0,0
Overpriced and frankly not very tasty nor fresh. Ordered the sea bass and the mushroom entree.,3.0,0
"Stopped in with a group for a late-ish dinner after our rehearsal at Tanglewood on a Friday night.  Pretty packed, but a table for 6 was free for us.  It was EXTREMELY hot outside so we were fine that they only had an indoor table, but the A/C needs some work in there.Service was great, menu is huge (could use a little more focus, or at least direction to patrons).  Friends got margaritas which they seemed to like - I shared some mango agua fresca (basically water blended with mango puree as far as I could tell).Chips were delicious, the guacamole especial was good but perhaps a bit expensive.  I ordered the Chicken Mole Crepes which were awesome, and perfectly spicy/chocolatey.  For $18 they had good flavor, and there was plenty of it.  Friends seemed happy with their shrimp fajitas.Overall a good place to go with friends when you want mexican food.  Nothing fancy, prices a bit high on average, but a good hang-out spot if you're not expecting to be wowed.  A-OK.",5.0,1
Great real authentic mexican.   The guacamole was delicious as were the fajitas and chicken burrito.  Pleasant atmosphere and friendly staff.,4.0,1
"Great place. Main courses were delicious. Free table salsa was yummy and surprisingly spicy. They have a very good kids menu with some simple basics and even french fries for the kids who won't try anything. The margaritas were very flavorful. I tried the El Diablo, which was VERY spicy but not in an unmanageable way.Only complaint was that the special house guacamole was really super bland. Not sure what was missing but it was disappointing. That was the only down note on a great meal. The Carnitas was great!",4.0,1
